AppNumber,Applicant Type,First Name,Middle Name,Last Name,Name Suffix,Institution,Full Address,City,State,Postal Code,Country,Council Date,Year Awarded,Project Title,Category,Program,Division,Approved Outright,Approved Matching,Award Outright,Award Matching,Original Amount,Begin Grant,End Grant,Project Description,To Support Statement,Supplement Amount,Supplement Count,Supplementary Fields need work (may repeat?)
FS-0003-78,O,Ian,P.,Watt,,Stanford University,Stanford CA 94305,Stanford,CA,94305,USA,1977-08,1978,The Historical and Sociological Criticism of Fiction,Humanities,Seminars for College Teachers,Education Programs,"$54,367.41",$0.00,"$54,367.41",$0.00,"$54,367.41",1/1/79,9/30/79,,,,0,-
GZ-1009-79,O,Linton,,Watts,,Old Sturbridge Village,Sturbridge MA 1566,Sturbridge,MA,1566,USA,1979-05,1979,Youth Links: Great Explorations,Humanities,Humanities Projects for Youth,Public Programs,"$27,788.00",$0.00,"$27,788.00",$0.00,"$27,788.00",9/1/79,8/31/80,,"To establish a comprehensive participatory museum program for youth during the summer, after school, and on weekends throughout the year.",,0,-
CM-0635-77,O,Norman,S.,Watts,,Norton Simon Museum of Art at Pasadena,Pasadena CA 91105,Pasadena,CA,91105,USA,1977-05,1978,Challenge Grant,Humanities,Museum Challenge Grants,Challenge Grants,$0.00,"$200,000.00",$0.00,"$200,000.00","$200,000.00",10/1/76,6/30/80,,,,0,-
CR-0962-78,O,Bernard,,Wax,,American Jewish Historical Society,Waltham MA 2453,Waltham,MA,2453,USA,1978-05,1979,Challenge Grant,Humanities,Research Challenge Grants,Challenge Grants,$0.00,"$99,000.00",$0.00,"$99,000.00","$99,000.00",10/1/77,6/30/82,,,,0,-
GM-1265-79,O,Bernard,,Wax,,American Jewish Historical Society,Waltham MA 2453,Waltham,MA,2453,USA,1979-08,1979,The Social History of Boston Jewry (1649-1979): An Interpretive Exhibition,Humanities,"Museums and Historical Organizations, Humanities Projects in",Public Programs,"$26,345.52",$0.00,"$26,345.52",$0.00,"$26,345.52",10/1/79,5/31/80,,Supports planning for an interpretive exhibition on the social history of Boston Jewry (1649-1979).,,0,-
CN-1045-78,O,William,,Wax,,New Wave Corporation,Columbia MO 65201,Columbia,MO,65201,USA,1978-05,1979,Challenge Grant,Humanities,Media Challenge Grants,Challenge Grants,$0.00,"$15,000.00",$0.00,"$15,000.00","$15,000.00",2/1/78,6/30/81,,,,0,-
CR-0952-78,O,Spencer,R.,Weart,,Center for History of Physics,New York NY 10017,New York,NY,10017,USA,1978-05,1979,Challenge Grant,Humanities,Research Challenge Grants,Challenge Grants,$0.00,"$50,000.00",$0.00,"$50,000.00","$50,000.00",10/1/77,12/31/81,,,,0,-
GN-0334-79,O,Howard,S.,Weaver,,Yale University,New Haven CT 6510,New Haven,CT,6510,USA,1978-11,1979,The Legacy of Olmsted,Humanities,"Media, Humanities Projects in",Public Programs,"$24,940.25",$0.00,"$24,940.25",$0.00,"$24,940.25",1/1/79,9/30/79,,To research and develop a dramatic script based on the Olmsted papers dealing with America's first landscape designer in the 19th century.,,0,-
RC-0811-78,O,Marek,,Web,,YIVO Institute for Jewish Research,New York NY 10028,New York,NY,10028,USA,1978-02,1978,YIVO Archives Finding Aids,Humanities,Reference Materials - Access,Preservation and Access,"$119,978.00",$0.00,"$119,978.00",$0.00,"$119,978.00",10/1/78,9/30/82,,,,0,-
RO-1394-78,O,Robert,K.,Webb,,"University of Maryland, Baltimore",Baltimore MD 21201,Baltimore,MD,21201,USA,1978-08,1978,History of the English Unitarians,Humanities,Basic Research,Research Programs,"$49,687.00",$0.00,"$49,687.00",$0.00,"$49,687.00",9/1/78,8/31/80,,,,0,-
RP-0413-79,O,Thompson,,Webb,,"University of Wisconsin, Madison",Madison WI 53706,Madison,WI,53706,USA,1979-02,1979,"Publication of ""Spiritual Adventure in Two Worlds"", by Sargent Bush, Jr.",Humanities,Scholarly Publications,Research Programs,"$3,000.00",$0.00,"$3,000.00",$0.00,"$3,000.00",3/1/79,8/31/80,,A study of the writings of the English and American Puritan Thomas Hooker.,,0,-
FR-0064-79,I,R. David,,Weber,,Unknown,,,,,,1978-11,1979,"Fellowship, History",Humanities,Residential College Teacher - 1976 thru 1981,Research Programs,"$20,000.00",$0.00,"$20,000.00",$0.00,"$20,000.00",9/1/79,8/31/80,,,,0,-
CD-0684-77,O,Ruth,A.,Weber,,Altoona Area Public Library,Altoona PA 16602,Altoona,PA,16602,USA,1977-05,1977,Challenge Grant,Humanities,Special Project Challenge Grants,Challenge Grants,$0.00,"$38,524.05",$0.00,"$38,524.05","$38,524.05",7/1/77,6/30/80,,,,0,-
RC-1309-79,O,Duane,E.,Webster,,Association of Research Libraries,Washington DC 20036,Washington,DC,20036,USA,1979-08,1979,Design & Test a Self-Study Procedure to Identify & Address Preservation Problems,Humanities,Reference Materials - Access,Preservation and Access,"$151,924.00",$0.00,"$151,924.00",$0.00,"$151,924.00",10/1/79,5/15/82,,Supports development of procedures to enable libraries to identify their own preservation problems and produce a manual and training materials on current preservation technology.,,0,-
RS-0646-78,I,Robert,S.,Weddle,,Unknown,,,,,,1978-02,1978,"A STUDY OF DISCOVERY AND EXPLORATION IN THE GULF OF MEXICO, 1508-1800",Humanities,State and Local and Regional Studies,Research Programs,"$67,963.65",$0.00,"$67,963.65",$0.00,"$67,963.65",1/1/78,12/31/80,,,,0,-
GM-0599-78,O,Carilyn,J.,Weekley,,Virginia Museum of Fine Arts,Richmond VA 23221,Richmond,VA,23221,USA,1978-02,1978,The Furniture of Eastern Virginia: Prod ucts of the Mind and Hand,Humanities,"Museums and Historical Organizations, Humanities Projects in",Public Programs,"$30,810.00",$0.00,"$30,810.00",$0.00,"$30,810.00",2/1/78,1/31/79,,,,0,-
GM-1424-78,O,Carolyn,J.,Weekley,,Virginia Museum of Fine Arts,Richmond VA 23221,Richmond,VA,23221,USA,1978-08,1978,Painting in the South,Humanities,"Museums and Historical Organizations, Humanities Projects in",Public Programs,"$14,915.00",$0.00,"$14,915.00",$0.00,"$14,915.00",11/15/78,2/29/80,,,,0,-
RO-0770-78,O,Kent,R.,Weeks,,"University of California, Berkeley",Berkeley CA 94720,Berkeley,CA,94720,USA,1978-02,1978,"Archaelolgical Map of the Theban Necropo lis, Luxor, Egypt",Humanities,Basic Research,Research Programs,"$86,056.00",$0.00,"$85,406.18",$0.00,"$85,406.18",4/1/78,6/30/81,,,,0,-
CE-1043-78,O,William,G.,Wehner,,Mary Baldwin College,Staunton VA 24401,Staunton,VA,24401,USA,1978-05,1979,Challenge Grant,Humanities,Education Challenge Grants,Challenge Grants,$0.00,"$200,000.00",$0.00,"$200,000.00","$200,000.00",7/1/78,6/30/82,,,,0,-
CE-0989-78,O,Albert,C.,Weidenbusch,,Ohio Wesleyan University,Delaware OH 43015,Delaware,OH,43015,USA,1978-05,1979,Challenge Grant,Humanities,Education Challenge Grants,Challenge Grants,$0.00,"$187,000.00",$0.00,"$187,000.00","$187,000.00",10/1/77,6/30/82,,,,0,-
RS-0589-79,O,Marta,,Weigle,,University of New Mexico,Albuquerque NM 87131,Albuquerque,NM,87131,USA,1979-02,1979,"Governmental Support of the Arts in New Mexico, 1933-1943",Humanities,State and Local and Regional Studies,Research Programs,"$47,400.00",$0.00,"$46,133.97",$0.00,"$46,133.97",7/1/79,3/31/82,,"To analyze governmental support of the verbal and visual arts of New Mexico during a crucial, productive period (1933-43).",,0,-
RT-0627-75,O,Rose,R.,Weil,,"College Art Association of America, Inc.",New York NY 10022,New York,NY,10022,USA,1975-05,1975,THE ART BULLETIN INDEX,Humanities,Reference Materials - Tools,Preservation and Access,"$48,200.00",$0.00,"$48,200.00",$0.00,"$48,200.00",10/1/75,4/30/80,,,,0,-
RH-0858-78,O,Vivian,,Weil,,NSF/Illinois Institute of Technology,,,,,USA,1978-02,1978,Interdisciplinary Workshops,Humanities,"Humanities, Science, and Technology",Research Programs,"$15,432.00",$0.00,"$15,432.00",$0.00,"$15,432.00",6/1/78,9/1/79,,,,0,-
SO-0068-79,O,Steven,,Weiland,,Federation of Public Programs in the Humanities,Minneapolis MN 55402,Minneapolis,MN,55402,USA,1900-01,1978,"Contract to publish ""Federation Reports,"" the monthly newsletter of the Federation.",Humanities,State Programs (SO),Federal/State Partnership,"$69,950.40",$0.00,"$69,950.40",$0.00,"$69,950.40",1/1/78,12/31/79,,,,0,-
FR-0065-79,I,Phiengphen,S.,Weilbacher,,Unknown,,,,,,1978-11,1979,"Fellowship, English",Humanities,Residential College Teacher - 1976 thru 1981,Research Programs,"$20,000.00",$0.00,"$20,000.00",$0.00,"$20,000.00",7/1/79,6/30/80,,,,0,-
FB-0130-79,I,Florence,M.,Weinberg,,Unknown,,,,,,1978-11,1979,"Fellowship, French",Humanities,Fellowships for College Teachers and Independent Scholars,Research Programs,"$10,000.00",$0.00,"$10,000.00",$0.00,"$10,000.00",7/15/79,1/15/80,,,,0,-
RO-1355-79,O,Gladys,D.,Weinberg,,"University of Missouri, Columbia",Columbia MO 65211,Columbia,MO,65211,USA,1979-08,1979,Glassmaking in Ancient Rhodes: The Evidence and the Historical Implications,Humanities,Basic Research,Research Programs,"$49,827.00",$0.00,"$49,827.00",$0.00,"$49,827.00",6/1/80,12/31/83,,Supports a study of glassmaking in ancient Rhodes.,,0,-
CE-0985-77,O,Judith,R.,Weiner,,Mount Vernon College,Washington DC 20007,Washington,DC,20007,USA,1977-08,1978,Challenge Grant,Humanities,Education Challenge Grants,Challenge Grants,$0.00,"$100,000.00",$0.00,"$100,000.00","$100,000.00",7/30/77,6/30/80,,,,0,-
CE-1055-78,O,Nancy,F.,Weinstein,,Wheaton College Library,Norton MA 2766,Norton,MA,2766,USA,1978-05,1979,Challenge Grant,Humanities,Education Challenge Grants,Challenge Grants,$0.00,"$500,000.00",$0.00,"$500,000.00","$500,000.00",1/1/78,6/30/81,,,,0,-
GM-0275-79,O,Gabriel,P.,Weisberg,,Cleveland Museum of Art,Cleveland OH 44106,Cleveland,OH,44106,USA,1978-11,1979,The Realist Tradition: French Painting and Drawing 1830-1900,Humanities,"Museums and Historical Organizations, Humanities Projects in",Public Programs,"$191,151.00",$0.00,"$191,151.00",$0.00,"$191,151.00",1/1/79,6/30/81,,An exhibition to examine in depth the formulation and develop- ment of the Realist aesthetic in France.,,0,-
RT-0327-77,O,Edward,,Weismiller,,George Washington University,Washington DC 20052,Washington,DC,20052,USA,1977-02,1977,Comp. of Essays & Notes on the Prosody of Milton's English Poems,Humanities,Reference Materials - Tools,Preservation and Access,"$107,858.00","$3,000.00","$107,858.00","$3,000.00","$110,858.00",2/1/77,1/31/83,,,,0,-
EP-1249-78,O,Johnathan,M.,Weiss,,Colby College,Waterville ME 4901,Waterville,ME,4901,USA,1978-08,1978,Regional and Canadanian Studies Program,Humanities,Pilot Grants - Education,Education Programs,"$46,232.55",$0.00,"$46,232.55",$0.00,"$46,232.55",10/1/78,3/31/80,,,,0,-
FB-0131-79,I,Alford,T.,Welch,,Unknown,,,,,,1978-11,1979,"Fellowship, Islamic Studies",Humanities,Fellowships for College Teachers and Independent Scholars,Research Programs,"$19,048.00",$0.00,$274.00,$0.00,$274.00,9/15/79,9/14/80,,,,0,-
EI-0293-76,O,Claude,,Welch,,Graduate Theological Union,Berkeley CA 94709,Berkeley,CA,94709,USA,1975-11,1976,HISTORY AND PHENOMENOLOGY OF RELIGION,Humanities,Institutional Development,Education Programs,"$191,564.00",$0.00,"$191,564.00",$0.00,"$191,564.00",1/1/76,12/31/79,,,,0,-
EC-0092-79,O,Jack,,Welch,,West Virginia University,Morgantown WV 26506,Morgantown,WV,26506,USA,1978-08,1979,Consultant Grant,Western Civilization; Rural Studies,Education Consultant Grants,Education Programs,"$3,564.51",$0.00,"$3,564.51",$0.00,"$3,564.51",9/1/78,3/31/80,,West Virginia University wishes to develop a humanities program that has a western civilization orientation but in the context of Appalachian culture in order both to encourage enrollment in humanities courses and to help students understand the culture in which they live.,,0,-
GM-0690-79,O,Richard,W.,Welch,,Discovery Hall Museum,South Bend IN 46601,South Bend,IN,46601,USA,1979-02,1979,Industrial Development of the South Bend Community,Humanities,"Museums and Historical Organizations, Humanities Projects in",Public Programs,"$13,100.00",$0.00,"$13,100.00",$0.00,"$13,100.00",5/1/79,11/30/79,,"To plan a permanent exhibit illustrating the effects of industrialization on South Bend, Indiana.",,0,-
E0-1106-79,O,Nonna,D.,Wellek,,Southern Connecticut State University,New Haven CT 6515,New Haven,CT,6515,USA,1979-02,1979,A New Interdepartmental Course in Modern Literature and Other Arts,"Literature, General; Arts, General; Interdisciplinary Studies, General",Humanities Institutes Program,Education Programs,"$18,610.00",$0.00,"$18,610.00",$0.00,"$18,610.00",9/1/80,6/30/81,,"A demonstration grant to develop a one-semester, team-taught course investiga- ting the interrelationship of the arts and analysizing real works of art comparatively and chronologically. Proj. Director",,0,-
ES-0895-78,O,Barry,,Weller,,Johns Hopkins University,Baltimore MD 21218,Baltimore,MD,21218,USA,1978-02,1978,Johns Hopkins University Evening College Extended Prog. in Hums. for Educators,Humanities,Institutes for School Teachers,Education Programs,"$118,000.00",$0.00,"$97,941.00",$0.00,"$97,941.00",5/15/78,5/30/81,,,,0,-
RX-1117-78,O,Joan,K.,Wells,,Victorian Society in America,Philadelphia PA 19106,Philadelphia,PA,19106,USA,1978-05,1978,Victorian Album: Aspects of American Life 1865-1900. A Symposium Development,Humanities,Conferences,Research Programs,"$6,974.26",$0.00,"$6,974.26",$0.00,"$6,974.26",6/30/78,6/30/79,,,,0,-
RT-1324-78,O,John,C.,Wells,,Tufts University,Medford MA 2155,Medford,MA,2155,USA,1978-08,1978,Dictionary of the Old High German Glosses [DOHGG],Humanities,Reference Materials - Tools,Preservation and Access,"$35,000.00","$2,500.00","$33,996.10","$2,500.00","$36,496.10",10/1/78,12/31/81,,,,0,-
EC-0762-78,O,Karen,,Wells,,Santa Fe Community College,Gainesville FL 32606,Gainesville,FL,32606,USA,1978-02,1978,Consultant Grant,Humanities,Education Consultant Grants,Education Programs,"$2,332.92",$0.00,"$2,332.92",$0.00,"$2,332.92",3/20/79,3/31/79,,,,0,-
SO-0074-78,O,Ronald,A.,Wells,,Connecticut Humanities Council,Middletown CT 6457,Middletown,CT,6457,USA,1977-11,1978,Fourth Operational Period of the State Program for the Humanities in Connecticut,Humanities,State Programs (SO),Federal/State Partnership,"$536,000.00","$65,789.73","$536,000.00","$65,789.73","$601,789.73",12/1/77,5/31/80,,,,0,-
CN-0617-77,O,Sally,,Wells,,"GWETA, Inc.",Washington DC 20013,Washington,DC,20013,USA,1977-05,1978,Challenge Grant,Humanities,Media Challenge Grants,Challenge Grants,$0.00,"$205,000.00",$0.00,"$205,000.00","$205,000.00",7/1/77,6/30/80,,,,0,-
GM-1535-78,O,Peter,C.,Welsh,,Wayne County Historical Society,Honesdale PA 18431,Honesdale,PA,18431,USA,1978-08,1978,Museum Exhibits-Effect of Coal Discovery on Cultural and Industrial Life in Wayne,Humanities,"Museums and Historical Organizations, Humanities Projects in",Public Programs,"$7,371.43",$0.00,"$7,371.43",$0.00,"$7,371.43",11/1/78,6/30/79,,,,0,-
GM-0595-78,O,Paula,,Welshimer,,"Old Salem, Inc.",Winston-Salem NC 27108,Winston-Salem,NC,27108,USA,1978-02,1978,Wachonia Museum Exhibits,Humanities,"Museums and Historical Organizations, Humanities Projects in",Public Programs,"$82,513.00",$0.00,"$82,513.00",$0.00,"$82,513.00",5/31/78,12/31/79,,,,0,-
ED-0769-78,O,Suzanne,F.,Wemple,,Barnard College,New York NY 10027,New York,NY,10027,USA,1978-02,1978,Medieval and Renaissance Studies Program,Humanities,Education Development and Demonstration,Education Programs,"$152,659.00",$0.00,"$152,659.00",$0.00,"$152,659.00",7/1/78,12/31/81,,,,0,-
EC-0698-79,O,William,A.,Wenninger,,"University of Wisconsin, Superior",Superior WI 54880,Superior,WI,54880,USA,1979-02,1979,CONSULTANT GRANT,"Literature, General; Interdisciplinary Studies, General; History, General",Education Consultant Grants,Education Programs,"$3,438.00",$0.00,"$3,438.00",$0.00,"$3,438.00",3/1/79,1/31/80,,"Developing an interdisciplinary program for off-campus delivery in a self-pacedcompetency-based format. Such a component will interrelate literature, history,theology and philosophy.",,0,-
RP-1221-78,O,Heinz,,Wenzel,,"Walter de Gruyter, Inc.",,,,,USA,1978-08,1978,"The Grammar of Attic Inscriptions, Vol. I, BY Leslie L. Threatte, Jr.",Humanities,Scholarly Publications,Research Programs,"$5,000.00",$0.00,"$5,000.00",$0.00,"$5,000.00",9/1/78,3/31/80,,,,0,-
EP-0403-78,O,Robert,H.,Weoss,,West Chester University,West Chester PA 19383,West Chester,PA,19383,USA,1978-02,1978,STRENGTHENING WRITING IN THE HUMANITIES AND ACROSS THE CURRICULUM,Humanities,Pilot Grants - Education,Education Programs,"$49,975.00",$0.00,"$49,975.00",$0.00,"$49,975.00",6/5/78,6/15/79,,,,0,-
GY-0663-78,I,Lawrence,,Weschler,,Unknown,,,,,,1978-02,1978,An Art Historical Study and Analysis of 20th Century Artistsin California,Humanities,Younger Scholars - 02/76 thru 02/85,Public Programs,"$4,631.48",$0.00,"$4,631.48",$0.00,"$4,631.48",5/1/78,4/30/79,,,,0,-
GP-0324-79,O,Don,,West,,Appalachian South Folklife Center,Pipestem WV 25979,Pipestem,WV,25979,USA,1900-01,1979,Planning for a Public Humanities Program,Humanities,Special Projects,Public Programs,"$17,500.00",$0.00,"$17,500.00",$0.00,"$17,500.00",1/1/79,5/31/79,,To plan a series of public humanities programs in Appalachia.,,0,-
RE-1404-78,O,James L.,W.,West,III,Virginia Polytechnic Institute and State University,Blacksburg VA 24061,Blacksburg,VA,24061,USA,1978-08,1978,Edition of the Writings of Theodore Dreiser,Humanities,Editions,Research Programs,"$23,429.00",$0.00,"$23,429.00",$0.00,"$23,429.00",10/1/78,12/31/79,,,,0,-
CD-1010-78,O,Margaret,,West,,Andalusia Public Library,Andalusia AL 36420,Andalusia,AL,36420,USA,1978-05,1979,Challenge Grant,Humanities,Special Project Challenge Grants,Challenge Grants,$0.00,"$26,000.00",$0.00,"$26,000.00","$26,000.00",10/1/77,6/30/80,,,,0,-
RT-1413-77,O,William,C.,West,,"University of North Carolina, Chapel Hill",Chapel Hill NC 27599,Chapel Hill,NC,27599,USA,1977-08,1977,L'Annee Philologique (American Office) [APH],Humanities,Reference Materials - Tools,Preservation and Access,"$38,014.23","$5,000.00","$38,014.23","$5,000.00","$43,014.23",10/1/77,9/30/80,,,,0,-
EC-0766-78,O,William,A.,West,,"University of Colorado, Denver",Denver CO 80202,Denver,CO,80202,USA,1978-02,1978,Consultant Grant,Humanities,Education Consultant Grants,Education Programs,"$2,206.21",$0.00,"$2,206.21",$0.00,"$2,206.21",1/13/78,12/31/79,,,,0,-
RO-0254-78,I,Colin,,Westerbeck,,Unknown,,,,,,1977-11,1978,A History of Street Photography,Humanities,Basic Research,Research Programs,"$40,374.00",$0.00,"$40,374.00",$0.00,"$40,374.00",6/1/78,5/31/80,,,,0,-
GM-1109-79,O,Bruce,L.,Weston,,California University of Pennsylvania,California PA 15419,California,PA,15419,USA,1979-08,1979,The Southwestern Pennsylvania Museum,Humanities,"Museums and Historical Organizations, Humanities Projects in",Public Programs,"$1,938.05",$0.00,"$1,938.05",$0.00,"$1,938.05",9/1/79,12/31/79,,Supports planning for the establishment of a regional museum for Southwestern Pennsylvania.,,0,-
FT-0221-79,I,Alice,R.,Wexler,,Unknown,,,,,,1978-11,1979,"Fellowship, American History",Humanities,Summer Stipends,Research Programs,"$2,500.00",$0.00,"$2,500.00",$0.00,"$2,500.00",5/1/79,9/30/79,,,,0,-
FB-0132-79,I,Eric,G.,Whatley,,Unknown,,,,,,1978-11,1979,"Fellowship, English",Humanities,Fellowships for College Teachers and Independent Scholars,Research Programs,"$18,185.00",$0.00,"$18,185.00",$0.00,"$18,185.00",9/1/79,8/31/80,,,,0,-
GP-0742-78,O,Lawrence,J.,Wheeler,,North Carolina Department of Cultural Resources,Raleigh NC 27699,Raleigh,NC,27699,USA,1900-01,1978,PLANNING FOR A GOVERNORS BUSINESS COUNCI L ON THE ARTS AND HUMANITIES,Humanities,Special Projects,Public Programs,"$16,400.00",$0.00,"$16,400.00",$0.00,"$16,400.00",2/15/78,2/14/79,,,,0,-
FT-0222-79,I,Frank,,Whigham,,Unknown,,,,,,1978-11,1979,"Fellowship, English Literature",Humanities,Summer Stipends,Research Programs,"$2,500.00",$0.00,"$2,500.00",$0.00,"$2,500.00",5/1/79,9/30/79,,,,0,-
ES-0386-79,O,Bruce,A.,Whisler,,"University of Central Florida, Orlando",Orlando FL 32816,Orlando,FL,32816,USA,1979-02,1979,Shakespeare In His Age: An Interdisciplinary Summer Institute,British Literature; Theater History and Criticism; Music History and Criticism,Institutes for School Teachers,Education Programs,"$77,189.00",$0.00,"$77,189.00",$0.00,"$77,189.00",4/1/79,5/30/80,,"An interdisciplinary summer institute Shakespeare In His Age, to upgrade the skills of central Florida high school teachers of English, speech-drama, and humanities.",,0,-
RS-0273-79,O,David,E.,Whisnant,,"John Edwards Memorial Foundation, Inc.",Los Angeles CA 90024,Los Angeles,CA,90024,USA,1978-11,1979,HISTORICAL ANALYSIS OF INST INTERVENTION INTO TRAD CULTURE IN APPALACHIA & SE US,Humanities,State and Local and Regional Studies,Research Programs,"$57,393.00",$0.00,"$57,393.00",$0.00,"$57,393.00",1/1/79,6/30/80,,To propose a historical analysis of related case studies of intervention into traditional culture in Appalachia and the southeastern United States.,,0,-
GN-0760-78,O,Anthony,,White,,"Bilingual Broadcasting Foundation, Inc.",Santa Rosa CA 95401,Santa Rosa,CA,95401,USA,1978-02,1978,Humanities Planning Grant,Humanities,"Media, Humanities Projects in",Public Programs,"$9,818.00",$0.00,"$9,818.00",$0.00,"$9,818.00",4/1/78,1/31/79,,,,0,-
RO-0682-79,O,Donald,,White,,University of Pennsylvania,Philadelphia PA 19104,Philadelphia,PA,19104,USA,1979-02,1979,"Expedition to Cyrene, 1979","History, General",Basic Research,Research Programs,$0.00,"$8,665.00",$0.00,"$8,665.00","$8,665.00",6/1/79,5/31/80,,"To continue excavations at Cyrene, a Classical Greek site in eastern Libya.",,0,-
FP-0051-79,O,G. Edward,,White,,University of Virginia,Charlottesville VA 22904,Charlottesville,VA,22904,USA,1978-11,1979,Seminar: The Role of a Judge in Theory and Practice: Four Career Studies,Humanities,Fellowships & Stipends For Professionals,Fellowships and Seminars,"$38,196.55",$0.00,"$38,196.55",$0.00,"$38,196.55",12/1/78,9/30/79,,,,0,-
FP-1310-78,O,James,B.,White,,University of Chicago,Chicago IL 60637,Chicago,IL,60637,USA,1978-08,1978,The Nature of Arguments: A Study in Language and Culture,Humanities,Fellowships & Stipends For Professionals,Fellowships and Seminars,"$39,954.82",$0.00,"$39,954.82",$0.00,"$39,954.82",10/1/78,9/30/79,,,,0,-
RC-1234-79,O,Marvin,Y.,Whiting,,Birmingham Public Library,Birmingham AL 35203,Birmingham,AL,35203,USA,1979-08,1979,"Documenting History of Gee's Bend, Alabama",Humanities,Reference Materials - Access,Preservation and Access,"$30,072.00",$0.00,"$30,071.80",$0.00,"$30,071.80",10/1/79,6/30/81,,"To collect documentation of the folk ways of Gee's Bend, Alabama, an all-black rural community founded before the Civil War.",,0,-
RO-0563-78,O,Robert,M.,Whiting,,University of Chicago,Chicago IL 60637,Chicago,IL,60637,USA,1978-02,1978,CUNEIFORM TEXTS FROM TELL ASMAR,Humanities,Basic Research,Research Programs,"$28,527.00",$0.00,"$28,527.00",$0.00,"$28,527.00",4/1/78,9/30/79,,,,0,-
CM-1054-78,O,Doris,L.,Whitmore,,Jacksonville Museum of Arts and Sciences,Jacksonville FL 32207,Jacksonville,FL,32207,USA,1978-05,1979,Challenge Grant,Humanities,Museum Challenge Grants,Challenge Grants,$0.00,"$100,000.00",$0.00,"$100,000.00","$100,000.00",12/19/77,6/30/82,,,,0,-
EC-0039-79,O,Charles,E.,Wiberg,,North Park College and Theological Seminary,Chicago IL 60625,Chicago,IL,60625,USA,1978-08,1979,Consultant Grant,"Interdisciplinary Studies, General",Education Consultant Grants,Education Programs,"$4,591.26",$0.00,"$4,591.26",$0.00,"$4,591.26",9/1/78,6/30/80,,"Evaluating and strengthening the humanities core curriculum to meet the needs at present-day students, and to introduce interdisciplinary coureses.",,0,-
RO-0807-76,O,Aaron,,Wildavsky,,"University of California, Berkeley",Berkeley CA 94720,Berkeley,CA,94720,USA,1976-05,1976,Taxation and Expendiutres in World Histo ry,Humanities,Basic Research,Research Programs,"$81,642.03",$0.00,"$81,642.03",$0.00,"$81,642.03",7/1/76,6/30/79,,,,0,-
CR-1068-78,O,James,,Wilder,,Catholic University of America,Washington DC 20064,Washington,DC,20064,USA,1978-05,1979,Challenge Grant,Humanities,Research Challenge Grants,Challenge Grants,$0.00,"$638,000.00",$0.00,"$638,000.00","$638,000.00",10/1/77,6/30/83,,,,0,-
FS-0004-78,O,Bell,I.,Wiley,,Emory University,Atlanta GA 30322,Atlanta,GA,30322,USA,1977-08,1978,"THE AMERICAN SOUTH 1800-1865: SLAVERY, SECESSION AND CIVIL WAR",Humanities,Seminars for College Teachers,Education Programs,"$45,612.00",$0.00,"$45,612.00",$0.00,"$45,612.00",1/1/79,9/30/79,,,,0,-
GD-1029-77,O,David,S.,Wiley,,Michigan State University,East Lansing MI 48824,East Lansing,MI,48824,USA,1977-08,1977,Evaluation of African Audio-Visual Materials for Instructionin Humanities Education,Humanities,Public Programs Special Projects (GD),Public Programs,"$94,829.00",$0.00,"$94,215.50",$0.00,"$94,215.50",9/1/77,6/30/80,,,,0,-
RE-1168-79,O,Heanon,M.,Wilkins,,"Miami University, Oxford",Oxford OH 45056,Oxford,OH,45056,USA,1979-08,1979,"An Edition of the ""Chronicle of Enrique III"" by Pedro Lopez de Ayala",Humanities,Editions,Research Programs,"$32,729.00",$0.00,"$32,729.00",$0.00,"$32,729.00",1/1/80,8/31/81,,Supports a critical edition of the Chronicle of Enrique III by Pedro Lopez de Ayala.,,0,-
EH-1151-76,O,Shirley,,Wilkins,,Johnson C. Smith University,Charlotte NC 28216,Charlotte,NC,28216,USA,1976-08,1976,College Library Program,Humanities,Institutes for College and University Teachers,Education Programs,"$50,000.00",$0.00,$0.00,$0.00,$0.00,1/3/77,1/31/82,,,,0,-
RC-1160-76,O,Ivor,,Wilks,,Northwestern University,Evanston IL 60208,Evanston,IL,60208,USA,1976-08,1976,Asante Collective Biography Project,Humanities,Reference Materials - Access,Preservation and Access,"$93,754.98",$0.00,"$93,754.98",$0.00,"$93,754.98",10/1/76,1/31/80,,,,0,-
GP-0561-79,O,Sandra,L.,Willett,,National Consumers League,Washington DC 20005,Washington,DC,20005,USA,1900-01,1979,Roots of the Consumer Movement-A Chronicle of 20th Century Consumer History for Radio,"History, General",Special Projects,Public Programs,"$17,497.00",$0.00,"$17,497.00",$0.00,"$17,497.00",5/1/79,1/31/80,,"To inventory The National Consumers League's large collection of historic records, letters, and documents.",,0,-
RO-1469-78,O,Gordon,R.,Willey,,Harvard University,Cambridge MA 2138,Cambridge,MA,2138,USA,1978-08,1978,Corpus of Maya Hieroglyphic Inscriptions Program,Humanities,Basic Research,Research Programs,"$80,926.00","$40,000.00","$80,926.00","$40,000.00","$120,926.00",1/1/79,3/31/82,,,,0,-
GZ-1034-79,O,Eddie,,Williams,,Delta Ministry,Greenville MS 38701,Greenville,MS,38701,USA,1979-05,1979,Fannie Lou Hamer Youth Prog.: A Study of the Civil Rights Movmt. in Miss. Delta,Humanities,Humanities Projects for Youth,Public Programs,"$27,671.00",$0.00,"$27,671.00",$0.00,"$27,671.00",6/1/79,6/30/80,,To involve youth in a social history project on the Civil Rights movement in the Mississippi Delta.,,0,-
